id,name,price,image,description,type,category,skin_types,personal_colors,number
247,데이지크 섀도우 팔레트 (29 모브 베어),34000,20winter_color_dasique-shadow-palette(29).jpg,오묘한 애쉬 모브 컬러 쉐이드에 허니 핑크 글리터를 더한 모브 베어 팔레트,아이,색조,,겨울쿨,
248,클리오 프로 아이 팔레트 (14 영한 모브를 약속해줘),34000,20winter_color_clio-pro-eye-palette.jpg,오묘한 타로 컬러와 벨벳 와인 컬러가 포인트인 팔레트,아이,색조,,겨울쿨,
249,이글립스 소프트 아이 팔레트(06 실루엣),26000,20winter_color_eglips-soft-eye-palette.jpg,가을 안개의 실루엣처럼 차분하게 스며드는 모브 그레이 음영 팔레트,아이,색조,,겨울쿨,
250,페리페라 스피디 스키니 브로우 (06 쿨 그레이),6000,20winter_color_peripera-speedy-skinny-brow.jpg,쿨톤 저격 쿨 그레이 컬러,아이,색조,,겨울쿨,
251,클리오 프로 아이 팔레트 에어 (05 오키드클라우드),34000,21winter_color_clio-pro-eye-palette-air-05-orchid-cloud.jpg,쿨 모브/라벤더 축의 올-매트·쉬머 조합으로 겨울쿨 음영·포인트 모두 용이.,아이,색조,,겨울쿨,
252,데이지크 섀도우 팔레트 (18 베리스무디) ,34000,21winter_color_dasique-shadow-palette-18-berry-smoothie.jpg,18구 쿨 베리/라벤더 스펙트럼. 화해 리뷰에서도 쿨톤 적합 피드백.,아이,색조,,겨울쿨,
253,롬앤 베러 댄 팔레트 (09 드리미라일락가든) ,30000,21winter_color_romand-better-than-palette-09-dreamy-lilac-garden.jpg,라일락·핑크 톤 구성으로 겨울쿨 화사한 무드 연출.,아이,색조,,겨울쿨,
254,에뛰드 드로잉 아이 브로우 (6 애쉬브라운),4000,21winter_color_etude-drawing-eyebrow-06-ash-brown.jpg,회기 도는 애쉬 브라운으로 쿨 헤어·피부에 자연스러운 음영. 가성비+사용 난이도 낮음.,아이,색조,,겨울쿨,
255,롬앤 한올 플랫 브로우 (C1 클래식그레이),11000,21winter_color_romand-han-all-flat-brow-c1-classic-gray.jpg,노란기 적은 쿨 그레이 톤. 넓은 플랫 심으로 결 살리기·채움 모두 용이.,아이,색조,,겨울쿨,
256,어뮤즈 듀 틴트 (12 일요일),20000,21winter_color_amuse-dew-tint-12-sunday.jpg,맑은 로즈·베리 톤의 물막광 겨울쿨 데일리·포인트 모두 깔끔.,립,색조,,겨울쿨,
257,3CE 블러 워터 틴트 (#더블윈드),18000,21winter_color_3ce-blur-water-tint-double-wind.jpg,얇고 균일한 물빨 제형 + 빈티지 브릭/테라코타 컬러가 가을웜 혈색 보완에 안정적.,립,색조,,겨울쿨,
258,에뛰드 픽싱 틴트 (11호 로즈 블렌딩) ,12000,21winter_color_etude-fixing-tint-11-rose-blending.jpg,가벼운 매트 픽싱에 채도 낮은 스파이스·진저·브릭계 컬러가 많아 데일리 음영에 좋음.,립,색조,,겨울쿨,
259,맥 레트로 매트 립스틱 (올 파이어드 업),37000,21winter_color_mac-retro-matte-lipstick-all-fired-up.jpg,선명한 쿨 푸시아 핫핑크가 극매트로 오래 밀착·지속,립,색조,,겨울쿨,
260,에스쁘아 꾸뛰르 립 벨벳 (8호 피버),20000,21winter_color_espoir-couture-lip-tint-velvet-08-fever.jpg,벨벳-세미매트 피니시로 입술 결 정리 웜 코랄·브라운 누드 계열이 깔끔하게 발색.,립,색조,,겨울쿨,
261,글래스팅 컬러 글로스(08 체리업),"13,000",22winter_color_GlastingColorGloss.jpg,청량함 가득 선명한 쿨 체리 레드,립,색조,,겨울쿨,
262,타이 업 커버 틴트(06 콜디쉬모브),"18,000",22winter_color_TieUpCoverTint.jpg,플럼 한 방울로 깊어진 블랙 모브,립,색조,,겨울쿨,
263,베베 틴트(08 포도 베베),"20,000",22winter_color_BebeTint.jpg,포도에 핑크 베이지 한 방울 내추럴 모브 포도,립,색조,,겨울쿨,
264,꾸뛰르 립틴트 글레이즈(4호 허쉬드체리),"22,000",22winter_color_CoutureLipTintGlaze.jpg,서늘한 달빛 아래 으깨진 쿨 체리 레드,립,색조,,겨울쿨,
265,잉크 무드 글로이 틴트(5호 어쩔체리),"11,000",22winter_color_InkMoodGlowTint.jpg,청초 광책으로 탱글립 연출,립,색조,,겨울쿨,
266,프로 아이 팔레트 에어(14호 영한 모브를 약속해줘),"34,000",22winter_color_ProEyePaletteAir.jpg,그 시절 그 분위기 그대로 벨벳 와인 컬러,아이,색조,,겨울쿨,
267,소프트 블러링 아이(15 본다크블러링),"34,000",22winter_color_SoftBlurringEyePalette.jpg,컬러 전문성을 바탕으로 단계별 명도와 채도를 고려 섬세한 컬러매치 팔레트,아이,색조,,겨울쿨,
268,마이페이브 무드 아이(02무니),"28,000",22winter_color_MyFaveMoodEyePalette.jpg,어스름한 새벽 감성 멀베리 색감,아이,색조,,겨울쿨,
269,눈토리얼 아이 팔레트(02 핑크더하기모브는사랑),"22,000",22winter_color_NoontorialEyePalette.jpg,데일리로 딱 좋은 쿨톤 생기 공식,아이,색조,,겨울쿨,
270,라이트 온 아이즈 섀도우 팔레트(4AM04 윈터던),"37,000",22winter_color_LightOnEyesShadowPalette.jpg,그레이시 블루 포인트와 플럼 빛 베이스 구성으로 오묘한 딥 퍼플 무드를 연출할 수 있는 팔레트,아이,색조,,겨울쿨,
271,데이지크 티 블렌딩 컬렉션 섀도우 팔레트,34000,23winter_color_dasique-tea-blending-collection-shadow-palette-13-cool-blending.jpg,피니시: 매트 중심 + 소프트 쉬머 · 색상/호수: 13 쿨블렌딩 ,아이,색조,,겨울쿨,
272,CLIO 프로 아이 팔레트 에어,34000,23winter_color_clio-pro-eye-palette-air-02-rose-connect.jpg,피니시: 매트 위주 + 새틴/쉬머 · 색상/호수: 02 로즈커넥트 ,아이,색조,,겨울쿨,
273,메리쏘드 블러링 멀티 팔레트,25000,23winter_color_merisode-blurring-multi-palette-02-pink-flower.jpg,피니시: 블러 매트 중심 + 소프트 쉬머 · 색상/호수: 02 핑크플라워 ,아이,색조,,겨울쿨,
274,Etude 드로잉 아이,4000,23winter_color_etude-drawing-eyebrow-04-dark-gray.jpg,피니시: 내추럴 매트 · 색상/호수: 4호 다크그레이 ,아이,색조,,겨울쿨,
275,CLIO 킬브로우 오토 하드 브로우 펜슬,20000,23winter_color_clio-kill-brow-auto-hard-brow-pencil-06-taupe-gray.jpg,피니시: 내추럴 매트 · 색상/호수: 6호 토프그레이 ,아이,색조,,겨울쿨,
276,롬앤 더 쥬시 래스팅 틴트,13000,23winter_color_romand-the-juicy-lasting-tint-03-bare-grape.jpg,피니시: 글로시 틴트(스테인) · 색상/호수: 03 베어그레이프 ,립,색조,,겨울쿨,
277,peripera 잉크 무드 글로이 틴트,11000,23winter_color_peripera-ink-mood-glowy-tint-21-cool-so-pyeongga.jpg,피니시: 글로시 · 색상/호수: 021 쿨소평가 ,립,색조,,겨울쿨,
278,DINTO 블러 글로이 립,20000,23winter_color_dinto-blur-glowy-lip-tint-205-justitia.jpg,피니시: 블러 벨벳 + 소프트 글로우(하이브리드) · 색상/호수: 205 Justitia ,립,색조,,겨울쿨,
279,rom&nd 글래스팅 멜팅 밤,13000,23winter_color_romand-glasting-melting-balm-07-mauve-whip.jpg,피니시: 글로시 밤 · 색상/호수: 07 모브휩 ,립,색조,,겨울쿨,
280,AMUSE 젤-핏 틴트,20000,23winter_color_amuse-gel-fit-tint-06-seoul-girl.jpg,피니시: 글로시 젤 · 색상/호수: 06 서울걸 ,립,색조,,겨울쿨,
